step,Q,consistency_loss,reward_loss,total_loss,value_loss,grad_norm
1,4.04736995697022,0.0706394910812378,1.39321025471872E-06,0.141284555196762,4.86082135466859E-05,0.582017481327057
2,4.14831638336182,0.091623030602932,1.23838872241322E-05,0.183262228965759,9.95199516182765E-05,0.647908449172974
3,4.45246601104736,0.107977166771889,6.33336139799212E-06,0.215974047780037,0.000165450910571963,0.839031994342804
4,4.83262538909912,0.112145781517029,1.00246325018816E-05,0.224308252334595,0.000116682378575206,0.741165459156036
5,5.25979280471802,0.108011677861214,1.71307669916132E-06,0.216039776802063,0.000155602028826252,0.690982520580292
6,5.81451225280762,0.115879729390144,4.73760337627027E-06,0.231789231300354,0.000274116755463183,0.82836264371872
7,6.22795486450195,0.118372708559036,3.65032337867888E-06,0.236795663833618,0.000484353804495186,0.826301515102387
8,6.56350040435791,0.11834679543972,1.28763531392906E-06,0.236711859703064,0.000176460103830323,0.719958186149597
9,6.83258008956909,0.111380785703659,5.96355266679893E-06,0.222793087363243,0.000285500544123352,0.78775030374527
10,7.1058521270752,0.112297028303146,5.37041069037514E-06,0.224619925022125,0.000231811151024885,0.751148045063019
11,7.2921667098999,0.116277664899826,1.34858225919743E-06,0.232581257820129,0.000252629863098264,0.743101358413696
12,7.48666143417358,0.120284780859947,1.65756910064374E-06,0.240605637431145,0.000352447386831045,0.815146923065186
13,7.7781400680542,0.112272128462791,6.34222124062944E-06,0.224575713276863,0.000282729975879192,0.69590437412262
14,7.95645999908447,0.111280173063278,9.57633437792538E-06,0.222594007849693,0.000288698996882886,0.718061208724976
15,8.09780693054199,0.109500750899315,2.32298020819144E-06,0.219033494591713,0.000308300834149122,0.735031306743622
16,8.30428981781006,0.105405062437058,4.14550731875352E-06,0.210850521922111,0.00038328068330884,0.665885746479034
17,8.53348541259766,0.100411906838417,1.95846109818376E-06,0.200857669115067,0.000328818103298545,0.781946301460266
18,8.75976371765137,0.100061103701592,1.87042933248449E-05,0.200178980827332,0.000474035681691021,0.761233747005463
19,8.96963691711426,0.095317617058754,4.1353650885867E-06,0.190673992037773,0.000367027329048142,0.715159416198731
20,9.28997707366943,0.0919515267014504,4.21516415372025E-06,0.183955743908882,0.000505929288920015,0.606729328632355
21,9.52811431884766,0.0893586277961731,2.83938279608265E-05,0.178781390190125,0.000499321497045457,0.724539518356323
22,9.72616386413574,0.0903018712997437,2.65787616626767E-06,0.180650159716606,0.000450840627308935,0.804016649723053
23,9.99374008178711,0.0887659192085266,3.87822501579649E-06,0.17758971452713,0.000559479696676135,0.72167706489563
24,10.2758350372314,0.0845457389950752,4.49901835963829E-06,0.169143244624138,0.000495310523547232,0.73216849565506
25,10.487377166748,0.0821941196918488,8.22568199509988E-06,0.164443016052246,0.000506620272062719,0.778650403022766
26,10.833607673645,0.0848967954516411,9.30888836592203E-06,0.169856414198875,0.000581719214096665,0.640591740608215
27,11.2355766296387,0.0818080753087997,1.57357408170355E-06,0.163673341274261,0.000564026879146695,0.680564999580383
28,11.5460681915283,0.0821612328290939,6.38998926660861E-06,0.164386808872223,0.000611351395491511,0.892363965511322
29,11.6527194976807,0.0764328837394714,6.59867000649683E-05,0.152939438819885,0.000406781153287739,0.659579575061798
30,11.7023620605469,0.0763064622879028,8.54488098411821E-06,0.152651533484459,0.000343303778208792,0.552726805210114
31,11.7442951202393,0.0757783055305481,6.17428031546297E-06,0.151599705219269,0.000400000921217725,0.619025349617004
33,11.8326444625854,0.0762912482023239,9.06842979020439E-06,0.152649432420731,0.000624023610725999,0.569240570068359
34,11.9433345794678,0.077736884355545,3.86120700568426E-06,0.155533730983734,0.000580246327444911,0.969598412513733
35,12.128867149353,0.0747715830802918,3.3901701499417E-06,0.149605065584183,0.000602053245529532,0.702923536300659
36,12.3328227996826,0.0733137652277947,2.56482180702733E-05,0.146692097187042,0.000517546315677464,0.729770660400391
37,12.4237518310547,0.0739185735583305,3.4402033634251E-05,0.147896096110344,0.000417452771216631,0.773632228374481
38,12.466721534729,0.0710880607366562,4.76616769446991E-05,0.142247155308723,0.000472184940008447,0.629447877407074
39,12.5336856842041,0.0719041973352432,8.45983049657662E-06,0.143881946802139,0.000693314010277391,0.883863925933838
40,12.6790504455566,0.0693899840116501,0.000129050953546539,0.138919949531555,0.000754399923607707,0.631366014480591
41,12.8105001449585,0.0690522640943527,2.95924000965897E-05,0.138173475861549,0.000541716173756868,0.883990705013275
42,12.9572048187256,0.0721495151519775,6.43646808384801E-06,0.144364699721336,0.000624421169050038,0.69456934928894
43,13.0202407836914,0.0725474655628204,1.31462695662776E-06,0.145181193947792,0.000855990103445947,0.602745950222015
44,13.1040458679199,0.0711617469787598,1.10269811557373E-05,0.142396301031113,0.00067288929130882,0.737527668476105
45,13.2136573791504,0.0723636299371719,9.09866776055424E-06,0.1447933614254,0.00061550916871056,0.646072268486023
46,13.2349338531494,0.0694629326462746,1.21932475849462E-06,0.138978987932205,0.000525253242813051,0.500944554805756
47,13.2211055755615,0.0723489448428154,4.87131137560937E-06,0.14475029706955,0.000499617366585881,1.0011203289032
48,13.2759084701538,0.0708131939172745,7.8853582863303E-07,0.141681477427483,0.000546876632142812,0.817189157009125
49,13.3323307037354,0.0711754560470581,3.16639466291235E-06,0.142430201172829,0.000777005334384739,0.98477303981781
50,13.3292646408081,0.0733944326639175,2.7092055461253E-06,0.146845102310181,0.000548953132238239,1.30729174613953
51,13.3057518005371,0.0702956765890121,5.03208048030501E-06,0.14064559340477,0.000517258537001908,0.639624118804932
52,13.3586082458496,0.0699906945228577,7.40891337045468E-05,0.140101224184036,0.000827997573651373,0.786774575710297
53,13.2968711853027,0.0740515366196632,4.5579940888274E-06,0.148169919848442,0.000645664636977017,0.938789546489716
54,13.3600978851318,0.0695434361696243,1.92663392226677E-05,0.139169260859489,0.000727556413039565,0.613946616649628
55,13.4560794830322,0.0764464512467384,1.2222819350427E-05,0.153010472655296,0.00111454701982439,1.4556964635849
56,13.7435855865479,0.0731029957532883,3.63893855137576E-06,0.146316975355148,0.0010916159953922,1.03251218795776
57,14.0572490692139,0.0723178237676621,3.494410066196E-06,0.144731551408768,0.000941558217164129,0.926058173179626
58,14.2826232910156,0.0727710276842117,3.7293107197911E-06,0.145633324980736,0.000894197961315513,1.02215039730072
59,14.4926538467407,0.075545147061348,0.000347242981661111,0.151367127895355,0.00103227188810706,1.49674558639526
60,14.6671352386475,0.0702154561877251,2.85171445284504E-05,0.140559524297714,0.00114356691483408,0.639243841171265
61,14.8688316345215,0.074208527803421,1.71870431131538E-06,0.148550391197205,0.00132487341761589,1.1496410369873
62,15.042441368103,0.0702978670597076,3.19447053698241E-06,0.140696585178375,0.000992690562270582,0.709179282188416
63,15.1727256774902,0.0753858983516693,0.000346991524565965,0.151066049933434,0.00120757438708097,0.968932509422302
64,15.4221858978271,0.0743017643690109,0.000258758896961808,0.148880422115326,0.00147525314241648,0.932560682296753
65,15.6842260360718,0.0697162449359894,7.85784068284556E-05,0.139671564102173,0.00199797446839511,0.746704518795013
66,16.1327590942383,0.0703328251838684,9.33492515287071E-07,0.140862509608269,0.00196403358131647,0.776134610176086
67,16.5185928344727,0.0736643970012665,5.30977558810264E-06,0.147555828094482,0.0022437795996666,0.932708621025085
68,16.9149513244629,0.0752599164843559,0.000222744478378445,0.150781318545342,0.00150115485303104,0.915742516517639
69,17.180248260498,0.0720337182283402,3.12354168272577E-05,0.144224777817726,0.00141715351492167,0.73948347568512
70,17.3184032440186,0.069083496928215,4.66947167296894E-05,0.138324558734894,0.00134203932248056,0.618880689144135
71,17.5227661132813,0.0747028365731239,2.34635217566392E-06,0.149572670459747,0.00165828107856214,0.932799339294434
72,17.6697063446045,0.0723674669861794,0.000122919329442084,0.1450115442276,0.00215172511525452,0.854093372821808
74,17.9699211120605,0.0738964602351189,3.40517067343171E-06,0.147984236478806,0.00189618207514286,0.747895658016205
75,18.2055931091309,0.0746608749032021,0.000156214635353535,0.149635076522827,0.00235220044851303,0.972030997276306
76,18.3705863952637,0.0770129412412643,3.40038459398784E-05,0.1542137414217,0.00170855002943426,1.0244619846344
77,18.524299621582,0.0753131210803986,6.40366488369182E-06,0.150816887617111,0.00187434372492135,0.866002440452576
78,18.8032054901123,0.0746139287948608,4.23999790655216E-06,0.149484634399414,0.00254639331251383,0.78210186958313
79,19.0715179443359,0.0741793513298035,1.0006240245275E-06,0.148582354187965,0.00223152386024594,0.851819038391113
80,19.2914867401123,0.0745766460895538,9.69113352766726E-06,0.149555295705795,0.00397154781967402,0.616556167602539
81,19.598388671875,0.076499730348587,1.20023314593709E-05,0.153415113687515,0.00409660348668695,0.658811807632446
82,20.2289161682129,0.0768992155790329,4.028152943647E-06,0.154429361224175,0.00628925766795874,0.841223061084747
83,21.0387783050537,0.0762574896216393,8.48379495437257E-05,0.153352439403534,0.00795041117817164,0.737354755401611
84,22.2215805053711,0.0796989277005196,7.87628014222719E-05,0.160313233733177,0.00875997170805931,1.07969582080841
85,23.546012878418,0.0754638165235519,3.90476488973945E-05,0.15197542309761,0.010282751172781,0.66784530878067
86,24.9818267822266,0.078919805586338,4.04569145757705E-05,0.159157693386078,0.0129786934703588,1.03466105461121
87,26.4406757354736,0.0775082409381866,2.77930598713283E-06,0.156168177723885,0.0115030305460095,0.719465374946594
88,28.0999755859375,0.0791405662894249,0.000179207345354371,0.159668043255806,0.0129731371998787,0.934798061847687
89,29.1773872375488,0.0798606425523758,3.41167506121565E-05,0.161003693938255,0.0126533200964332,0.893770098686218
90,30.6441879272461,0.0793658867478371,0.000150380001286976,0.1600541472435,0.0124716963618994,1.19639766216278
91,31.6259384155273,0.0817402303218842,5.15349056513514E-05,0.164738535881042,0.0123232714831829,0.96495258808136
92,32.814826965332,0.0842701569199562,0.000275502272415906,0.169822782278061,0.0114473002031446,0.877557933330536
93,34.0424118041992,0.0843530520796776,0.000106814492028207,0.170067965984344,0.0130844414234161,0.918712735176086
94,35.3090934753418,0.0821472406387329,7.10512031218968E-05,0.165776193141937,0.0144620016217232,0.835658133029938
95,36.4831085205078,0.0853017941117287,7.58149035391398E-05,0.172390028834343,0.017485398799181,0.919142365455627
96,37.9807205200195,0.0844441801309586,0.000123153440654278,0.170667409896851,0.0171747207641602,0.787498831748962
97,39.5236701965332,0.0856082141399384,6.76105264574289E-05,0.17338427901268,0.0213406123220921,0.680860996246338
98,41.1730194091797,0.087325781583786,8.69786817929708E-05,0.176977336406708,0.0228229351341724,0.974281013011932
99,42.9514541625977,0.0870609730482101,0.000193218831554987,0.176118910312653,0.0190034434199333,0.985785365104675
100,43.8899688720703,0.08375383913517,3.4116419556085E-05,0.169114753603935,0.0159002039581537,0.877504527568817
101,44.6551513671875,0.0869027227163315,7.25938152754679E-05,0.175568923354149,0.0172716677188873,0.885619282722473
102,45.9253158569336,0.0936782956123352,4.81330353068188E-05,0.189801782369614,0.0242112316191196,1.24053251743317
103,47.5216903686524,0.0924360305070877,0.000161563337314874,0.188191115856171,0.0323827005922794,1.21870505809784
104,49.4659957885742,0.0847254246473312,0.0000915957352844998,0.173015415668488,0.035187654197216,0.835177779197693
105,51.6092529296875,0.0885221138596535,0.000301508349366486,0.181684523820877,0.0448952466249466,1.0056631565094
106,54.339241027832,0.0934887826442719,9.67094456427731E-05,0.193207159638405,0.0618124194443226,1.2707884311676
107,57.5829544067383,0.0940033346414566,0.000158444425323978,0.194535672664642,0.0644979402422905,1.31840693950653
108,60.3981056213379,0.0910360217094421,0.000225794821744785,0.188599482178688,0.0641454309225082,0.970057249069214
109,63.1361770629883,0.0916243493556976,9.84161670203321E-05,0.190052434802055,0.0675453394651413,0.866243004798889
110,66.2794189453125,0.0950633436441422,0.000332933210302144,0.199048697948456,0.0875556692481041,1.15052008628845
111,70.1101226806641,0.0933493077754974,0.000280440144706517,0.1969223767519,0.100835576653481,0.995456635951996
112,73.6970520019531,0.0909182578325272,0.000118130978080444,0.190054401755333,0.0815881639719009,1.32517099380493
113,76.1715850830078,0.0928721576929092,3.57827229890972E-05,0.193575263023376,0.0781306177377701,0.993465423583984
115,78.4928741455078,0.0950243324041367,0.000384806422516704,0.196919590234756,0.0667853057384491,1.05965495109558
116,79.8899383544922,0.0972673371434212,0.000272986653726548,0.200894266366959,0.0622310191392899,0.882620811462402
117,81.902587890625,0.10126680880785,0.000162829790497199,0.210662931203842,0.0804790705442429,1.47561264038086
118,83.5086517333984,0.0939578264951706,0.000303263397654518,0.197432428598404,0.0936515033245087,1.10288262367249
119,85.6049652099609,0.0961379781365395,0.000185190641786903,0.201966747641563,0.0959818214178085,1.06608068943024
120,88.6457214355469,0.096602663397789,0.000207273013074882,0.204380497336388,0.110715255141258,1.21165919303894
121,90.4200744628906,0.104239471256733,0.00036261638160795,0.219397976994514,0.107377290725708,1.13591635227203
122,92.6098480224609,0.101387456059456,0.000155277986777946,0.215626165270805,0.127736121416092,1.35336399078369
123,95.2152099609375,0.0997622460126877,0.000156424735905603,0.210729360580444,0.111266523599625,0.771713197231293
124,97.3271484375,0.10062412917614,0.000224744944716804,0.211810603737831,0.104499876499176,1.02020037174225
125,98.9548492431641,0.103878647089005,0.000260618340689689,0.218023642897606,0.101360261440277,1.27654719352722
126,100.728454589844,0.107371836900711,0.000246584299020469,0.224888175725937,0.100212104618549,1.13674521446228
127,101.907180786133,0.101362481713295,0.000164611788932234,0.213644832372665,0.108375623822212,1.27655780315399
128,103.540885925293,0.105477660894394,0.000381337013095617,0.220961198210716,0.0981519967317581,0.987466633319855
129,105.034973144531,0.103755831718445,0.000504173862282187,0.221201926469803,0.134381785988808,1.2283730506897
